Count,Instrument 1,Instrument 2,Section,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
396,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
397,Bass Drum,Tom-tom,,100,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
398,,,,,,,,
e,Bass Drum,Tom-tom,,,,,,
&,,,,,,,,
a,,,,,,,,
399,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
400,,,,,,,,
e,Bass Drum,Tom-tom,,,,,,
&,,,,,,,,
a,,,,,,,,
401,Bass Drum,Tom-tom,,101,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
402,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,Ride Cymbal,,, ,,,,
,,,,,,,,
,Bass Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,102,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Bass Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,103,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,, ,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,104,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
